,Unnamed: 0,data,label
22841,22841,i do feel vulnerable and a bit nervous about posting it,4
32847,32847,i will give you a chance to post questions that i will be happy to answer if you still feel a bit unsure about what this all means,4
57328,57328,i now know how they feel this piece absolutely enraged me for its complete lack of ignorance of the world,3
39859,39859,i was feeling impatient so i took my headphones out to figure out why we were still stopped and began to realize that the last few stragglers on our train were leaping off and running across the tracks to the train stopped next to us,3
65967,65967,i didnt feel inhibited in my own journal and to tell me that he isnt going to read any more of it,4
4688,4688,i feel passionate about getting it into the hands of young people especially so im pleased that it has been included in this excellent program,2
67332,67332,i feel hurt each time she scolding at me,0
48648,48648,i know they mean no harm and maybe dont realize they might be prying but i cant help but feel extremely irritated,3
32836,32836,i begin to lead my life even for a moment from a place other than the deepest quietest part of me i feel discontent,0
17762,17762,i am constantly feeling low at the moment and it makes things very hard,0
67647,67647,i feel my stomach aching too,0
62113,62113,i haven t known before and there is this feeling that i am intensely disgusted by food especially the smell of food and anything hot soup hot tea makes me feel sick again,3
56689,56689,i welcome comments criticisms suggestions etc and will not feel offended or upset,3
53994,53994,i could feel him become restless,4
17947,17947,im washed up and not feeling to brave guess then im on my knees to pray,1
3442,3442,i could feel tat he really sincere and serious bout this relationship,1
52969,52969,i was feeling generous not knowing that my husband was actually making sure his son had the best of everything,1
23497,23497,i watch ill catch myself feeling strangely ecstatic and then ill quickly start to wonder what element found in this part of this episode had drilled its way into my head when i was a small child,1
31299,31299,i just feel a little disadvantaged with having the roster made and getting called in on my days off,0
33041,33041,i have a feeling im going to be exhausted,0
12796,12796,i describe myself as when i m feeling particularly crappy at this thing called mom,0
36616,36616,i was shaking all over and feeling highly irritable,3
40950,40950,i talk about photography photograph my clients and then edit their images i feel so thoroughly joyful that words are hard to find,1
55019,55019,i felt disgust of my father when i knew he had a lover,3
21711,21711,i pretend to make a mistake so everyone else doesn t feel so intimidated by my greatness,4
35801,35801,i cant help but feel embarrassed hahaha but also a sense of nostalgia accompanied with a sense of accomplishment,0
29793,29793,im feeling jolly yall,1
26311,26311,i was able to quote directly from the bbcs audience reports from the day which found that most adult viewers were fair to middling about the show with no strong feelings while children were enthralled,5
19332,19332,i was feeling a bit nervous the trip to la crosse was going to be a longer drive than the one to chicago but with a much less harried pace,4
8303,8303,i am dreading it in reality as a family we work best when in a routine and all this lazing around has left me feeling lethargic and sluggish,0
52631,52631,i feel a bit embarrassed that ive managed to reach the ripe old age of without having sailed the seas,0
30392,30392,i feel more and more isolated form societys habits,0
54472,54472,i had the knack for feeling so fabulous when theres not work in the shop but havent achieved that level of faith and not sure i ever will,1
11984,11984,i feel badly that i angered the researchers whose work is beyond reproach and whose study even without my added detonator of a finding is provocative and fascinating,3
3365,3365,i feel doubtful that i learned everything i could,4
